sku,attribute_set_code,product_websites,categories,vendor,visibility,name,description,producttype,screen,screen_resolution,cpu,ram,memory,vga,os,weightkg,price,base_image,small_image,thumbnail_image,additional_image,accessories,qty,max_cart_qty,pin
notebook 9,Laptop,base,Laptop/Samsung,Samsung,"Catalog, Search",Notebook 9,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,15,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.23kg,"51,366,514",https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL.jpg,https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL.jpg,https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL.jpg,"https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML._SR400,400_.jpg",Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
notebook 9,Laptop,base,Laptop/Samsung,Samsung,"Catalog, Search",Notebook 9,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,15,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.17kg,"47,199,409","https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL._SR400,400_.jpg",https://images-na.ssl-images-amazon.com/images/I/51q3XjrareL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
chromebook plus,Laptop,base,Laptop/Samsung,Samsung,"Catalog, Search",Chromebook Plus,Một sản phẩm phù hợp với các bạn sinh viên.,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,4GB,32GB Flash Storage,ARM Mali T860 MP4,Chrome OS,1.15kg,"18,307,481","https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML._SR400,400_.jpg",https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
chromebook plus,Laptop,base,Laptop/Samsung,Samsung,"Catalog, Search",Chromebook Plus,Một sản phẩm phù hợp với các bạn sinh viên.,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,4GB,32GB Flash Storage,ARM Mali T860 MP4,Chrome OS,1.15kg,"21,085,551","https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL._SR400,400_.jpg",Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
satellite pro,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Satellite Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,"16,723,981",https://images-na.ssl-images-amazon.com/images/I/61XVCN5ZuJL.jpg,https://images-na.ssl-images-amazon.com/images/I/61XVCN5ZuJL.jpg,https://images-na.ssl-images-amazon.com/images/I/61XVCN5ZuJL.jpg,https://images-na.ssl-images-amazon.com/images/I/71x-gc10lVL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
satellite pro,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Satellite Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,1366x768,Intel Core i3 6006U 2.2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,"12,417,973",https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,https://images-na.ssl-images-amazon.com/images/I/71G72FtLibL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
satellite pro,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Satellite Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2kg,"13,584,762",https://images-na.ssl-images-amazon.com/images/I/61x9vVD77zL.jpg,https://images-na.ssl-images-amazon.com/images/I/61x9vVD77zL.jpg,https://images-na.ssl-images-amazon.com/images/I/61x9vVD77zL.jpg,https://images-na.ssl-images-amazon.com/images/I/71G72FtLibL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
satellite pro,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Satellite Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.0kg,"22,030,095",https://images-na.ssl-images-amazon.com/images/I/6121KaFvFcL.jpg,https://images-na.ssl-images-amazon.com/images/I/6121KaFvFcL.jpg,https://images-na.ssl-images-amazon.com/images/I/6121KaFvFcL.jpg,https://images-na.ssl-images-amazon.com/images/I/61XVCN5ZuJL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
portege z30-c-16l,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Portege Z30-C-16L,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,"37,865,094",https://images-na.ssl-images-amazon.com/images/I/61DHspctfIL.jpg,https://images-na.ssl-images-amazon.com/images/I/61DHspctfIL.jpg,https://images-na.ssl-images-amazon.com/images/I/61DHspctfIL.jpg,https://images-na.ssl-images-amazon.com/images/I/61x9vVD77zL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
satellite pro,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Satellite Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8GB,500GB HDD,Nvidia GeForce 930M,Windows 10,2.2kg,"22,557,928",https://images-na.ssl-images-amazon.com/images/I/61Ti5fmkisL.jpg,https://images-na.ssl-images-amazon.com/images/I/61Ti5fmkisL.jpg,https://images-na.ssl-images-amazon.com/images/I/61Ti5fmkisL.jpg,https://images-na.ssl-images-amazon.com/images/I/61x9vVD77zL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
satellite pro,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Satellite Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930M,Windows 10,2.2kg,"28,975,270",https://images-na.ssl-images-amazon.com/images/I/71x-gc10lVL.jpg,https://images-na.ssl-images-amazon.com/images/I/71x-gc10lVL.jpg,https://images-na.ssl-images-amazon.com/images/I/71x-gc10lVL.jpg,https://images-na.ssl-images-amazon.com/images/I/61Ti5fmkisL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
satellite pro,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Satellite Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.0kg,"26,197,200",https://images-na.ssl-images-amazon.com/images/I/71G72FtLibL.jpg,https://images-na.ssl-images-amazon.com/images/I/71G72FtLibL.jpg,https://images-na.ssl-images-amazon.com/images/I/71G72FtLibL.jpg,https://images-na.ssl-images-amazon.com/images/I/61DHspctfIL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
tecra a50-c-21g,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Tecra A50-C-21G,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Nvidia GeForce 930M,Windows 10,2.4kg,"38,976,322",https://images-na.ssl-images-amazon.com/images/I/71G72FtLibL.jpg,https://images-na.ssl-images-amazon.com/images/I/71G72FtLibL.jpg,https://images-na.ssl-images-amazon.com/images/I/71G72FtLibL.jpg,https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
portege z30-c-16p,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Portege Z30-C-16P,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,"48,532,883",https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
portege x30-d-10j,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Portege X30-D-10J,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,"46,449,330",https://images-na.ssl-images-amazon.com/images/I/61x9vVD77zL.jpg,https://images-na.ssl-images-amazon.com/images/I/61x9vVD77zL.jpg,https://images-na.ssl-images-amazon.com/images/I/61x9vVD77zL.jpg,https://images-na.ssl-images-amazon.com/images/I/6121KaFvFcL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
portege x30-d-10l,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Portege X30-D-10L,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,32GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,"77,758,179",https://images-na.ssl-images-amazon.com/images/I/6121KaFvFcL.jpg,https://images-na.ssl-images-amazon.com/images/I/6121KaFvFcL.jpg,https://images-na.ssl-images-amazon.com/images/I/6121KaFvFcL.jpg,https://images-na.ssl-images-amazon.com/images/I/6121KaFvFcL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
blade pro,Laptop,base,Laptop/Razer,Razer,"Catalog, Search",Blade Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32GB,1TB SSD,Nvidia GeForce GTX 1080,Windows 10,3.49kg,"169,434,489",https://laptop88.vn/media/lib/4464_razerblade.00_02_14_23.Still006.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_02_14_23.Still006.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_02_14_23.Still006.jpg,https://laptop88.vn/media/product/4464_vtv_cab_onpro_4.png,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
blade pro,Laptop,base,Laptop/Razer,Razer,"Catalog, Search",Blade Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95kg,"72,202,039",https://laptop88.vn/media/lib/4464_razerblade.00_01_20_12.Still002.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_01_20_12.Still002.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_01_20_12.Still002.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_05_44_04.Still012.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
blade pro,Laptop,base,Laptop/Razer,Razer,"Catalog, Search",Blade Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95kg,"80,536,249",https://laptop88.vn/media/lib/4464_razerblade.00_01_44_15.Still004.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_01_44_15.Still004.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_01_44_15.Still004.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_03_23_12.Still008.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
blade stealth,Laptop,base,Laptop/Razer,Razer,"Catalog, Search",Blade Stealth,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,"49,977,479",https://laptop88.vn/media/lib/4464_razerblade.00_05_44_04.Still012.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_05_44_04.Still012.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_05_44_04.Still012.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_02_55_12.Still007.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
blade pro,Laptop,base,Laptop/Razer,Razer,"Catalog, Search",Blade Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32GB,512GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.49kg,"152,766,069",https://laptop88.vn/media/lib/4464_razerblade.00_01_32_05.Still003.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_01_32_05.Still003.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_01_32_05.Still003.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_02_14_23.Still006.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
blade stealth,Laptop,base,Laptop/Razer,Razer,"Catalog, Search",Blade Stealth,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.25kg,"28,586,340",https://laptop88.vn/media/lib/4464_razerblade.00_02_55_12.Still007.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_02_55_12.Still007.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_02_55_12.Still007.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_01_44_15.Still004.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
blade pro,Laptop,base,Laptop/Razer,Razer,"Catalog, Search",Blade Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95kg,"97,204,669",https://laptop88.vn/media/product/4464_vtv_cab_onpro_4.png,https://laptop88.vn/media/product/4464_vtv_cab_onpro_4.png,https://laptop88.vn/media/product/4464_vtv_cab_onpro_4.png,https://laptop88.vn/media/lib/4464_razerblade.00_01_32_05.Still003.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
blade x,Laptop,base,Laptop/Razer,Razer,"Catalog, Search",Blade X,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32GB,512GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.49kg,"188,880,979",https://laptop88.vn/media/lib/4464_razerblade.00_01_20_12.Still002.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_01_20_12.Still002.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_01_20_12.Still002.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_01_20_12.Still002.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
blade y,Laptop,base,Laptop/Razer,Razer,"Catalog, Search",Blade Y,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.25kg,"63,867,829",https://laptop88.vn/media/lib/4464_razerblade.00_01_06_20.Still001.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_01_06_20.Still001.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_01_06_20.Still001.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_01_20_12.Still002.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
blade pro z,Laptop,base,Laptop/Razer,Razer,"Catalog, Search",Blade Pro Z,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,14.8,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95kg,"141,653,789",https://laptop88.vn/media/lib/4464_razerblade.00_03_23_12.Still008.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_03_23_12.Still008.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_03_23_12.Still008.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_01_06_20.Still001.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
surface laptop,Laptop,base,Laptop/Microsoft,Microsoft,"Catalog, Search",Surface Laptop,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10 S,1.252kg,"30,253,182",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-1.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-1.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-1.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-2.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
surface laptop,Laptop,base,Laptop/Microsoft,Microsoft,"Catalog, Search",Surface Laptop,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10 S,1.252kg,"37,226,138",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-3.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-3.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-3.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-4.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
surface laptop,Laptop,base,Laptop/Microsoft,Microsoft,"Catalog, Search",Surface Laptop,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,16GB,512GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.25kg,"71,924,232",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-5.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-5.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-5.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-6.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
surface laptop,Laptop,base,Laptop/Microsoft,Microsoft,"Catalog, Search",Surface Laptop,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core M m3-7Y30 2.2GHz,4GB,128GB SSD,Intel HD Graphics 615,Windows 10 S,1.252kg,"27,475,112",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-7.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-7.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-7.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-8.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
surface laptop,Laptop,base,Laptop/Microsoft,Microsoft,"Catalog, Search",Surface Laptop,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.25kg,"49,977,479",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-9.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-9.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-9.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-10.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
surface laptop,Laptop,base,Laptop/Microsoft,Microsoft,"Catalog, Search",Surface Laptop,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.252kg,"51,890,180",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-11.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-11.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-11.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/surface-pro-7-fpt-12.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells